transaction_id,sender_account,receiver_account,amount,transaction_type,location,device_id,ip_address,is_suspicious
51,181,2,76106.6,Card Payment,Delhi,8f535e4c-45e4-40b6-a7f3-70ce885bd824,220.48.195.42,False
52,100,115,1078.25,Bank Transfer,Mumbai,9d31d8c0-826f-41a4-8d19-be67e47ee832,64.101.31.128,False
53,42,186,22085.1,Bank Transfer,Mumbai,c2631c21-8c02-4fb8-a51c-c5b3035dffc6,13.254.8.187,False
54,19,28,63537.73,Bank Transfer,London,fd54935f-310c-4158-adb0-8ab7fb0789c0,42.58.153.71,False
55,84,51,2148.13,UPI,Mumbai,301e83f0-d6ba-4f06-a8bb-0a43c5aaf6d8,37.152.111.142,False
56,75,23,91658.89,UPI,London,b1e75d10-40a7-4c9e-9ea0-6294a5a043eb,214.252.4.85,False
57,80,2,68710.34,Bank Transfer,New York,311a9c11-c7d3-43c3-be84-ea14fce99d7b,138.100.255.221,False
58,10,184,45360.85,Card Payment,Singapore,030f4537-9136-4847-83a2-d9453ab719aa,84.225.42.184,False
59,120,54,26452.29,Wallet Transfer,New York,08ba2684-01a9-4eaa-bc63-46606ed4a0f3,153.53.27.52,False
60,128,144,44440.83,UPI,Singapore,e049f9f3-0006-45b2-b06f-aa3b159b5929,112.218.90.35,False
61,159,116,63472.84,Wallet Transfer,Delhi,0553c848-4437-4507-a174-da670ed38cc2,33.57.194.87,False
62,170,185,59852.81,Wallet Transfer,Mumbai,781c8bbe-47dc-43ed-bde8-f24c88a5305f,70.163.223.67,False
63,128,179,682142.11,Bank Transfer,New York,5f751869-105b-4580-b464-91a9b2a10672,97.58.209.120,True
64,181,165,9418.54,Card Payment,Dubai,2711dc2c-88a1-495f-8c22-c976b809618c,15.33.9.22,False
65,22,90,58611.37,Card Payment,London,d478084a-b3c4-461c-9e68-183c4df8bca8,25.55.45.203,False
66,87,100,41179.54,Wallet Transfer,Delhi,9052ea74-35d3-4d72-b77f-3bfbf9f4d68c,197.91.149.100,False
67,156,172,67614.34,UPI,New York,55365ba0-fecb-4281-9fa1-96fbdc71a029,56.166.186.171,False
68,15,168,73198.37,Bank Transfer,London,d00c2c0c-46c8-47fa-a723-179c7bfcdf72,40.27.7.99,False
69,116,98,51594.35,Bank Transfer,London,186eebc6-fe5b-4ce8-a7fc-e08545ecb382,173.106.75.226,False
70,49,142,69659.64,Card Payment,Dubai,0efc16fb-7cef-4870-a959-f81a6ed9a97e,200.196.69.190,False
71,119,42,15563.23,Bank Transfer,Delhi,a8ca967b-87f6-44a1-ace2-8d6a2cb898a4,189.171.131.121,False
72,127,110,71894.61,Wallet Transfer,Delhi,6158aaba-8475-4726-8a0a-3b31ed85d986,174.237.253.77,False
73,95,164,61044.73,Wallet Transfer,Mumbai,b4668e21-b68f-4755-989c-5850a5f108ad,98.240.137.63,False
74,55,57,39081.33,UPI,Dubai,014f6531-eadb-44d7-a47b-f1c87ffab029,141.163.5.38,False
75,35,58,98536.6,UPI,Singapore,65f8f28b-a499-4ddf-ad39-ab20bfad786b,39.31.248.219,False
76,189,6,58900.81,Card Payment,Dubai,e8e73a30-1722-437c-9281-0652a009968e,50.131.8.16,False
77,136,36,63788.96,Wallet Transfer,Dubai,9ad4291d-ff6e-4640-bbf5-ceb23851eaa2,123.96.84.237,False
78,44,18,81151.38,Bank Transfer,New York,ab0bc640-19c0-4277-9632-ba69efc85b13,51.98.151.233,False
79,171,85,31750.65,Wallet Transfer,Dubai,070af34a-15bc-4125-8268-fde41c253164,38.44.170.237,False
80,126,28,395.85,Bank Transfer,Mumbai,b25f2ace-e0be-40d6-a1fd-9e7f08f90bda,193.46.9.66,False
81,73,175,35757.2,Wallet Transfer,New York,c5fcb5b9-ca19-48f2-94a1-9fa790dc49b9,176.75.246.87,False
82,103,53,21435.44,Bank Transfer,London,52269df8-4064-4b3e-9dc6-5e59031246dd,103.89.168.184,False
83,4,149,58378.42,Wallet Transfer,New York,c3028d2e-e8c0-4c20-bb2f-b1894c88a28b,215.134.108.34,False
84,86,133,46232.54,Card Payment,Delhi,5152db17-e890-4706-83f6-9c165f07fd19,134.208.187.238,False
85,51,128,83846.53,Wallet Transfer,Dubai,e00eb799-96ba-423d-ad36-aaa94f575507,121.239.95.143,False
86,67,94,66247.6,Wallet Transfer,Delhi,5256fe99-3a9e-4e32-a5eb-8533e9cbe957,59.82.5.162,False
87,81,178,65101.61,Bank Transfer,Dubai,b05a7120-bf3a-4d5e-8e78-522b36dffabe,182.40.125.157,False
88,125,108,26172.5,UPI,Mumbai,560f32eb-5c26-4bb4-9caa-fe9a42846ee9,131.66.219.76,False
89,36,47,79806.22,UPI,New York,46decf60-bd8c-4958-9c29-7944c98d0241,113.190.14.120,False
90,189,154,89239.43,UPI,Dubai,8091f573-d940-4d75-b97a-b78af651ba66,190.156.28.66,False
91,133,159,11925.73,Bank Transfer,New York,054200ae-fc03-420c-9dd1-b9baea061530,19.137.216.100,False
92,32,28,27968.72,Bank Transfer,Mumbai,09270eeb-d385-4289-bf7b-8981a29236f4,175.127.161.18,False
93,153,48,3006.1,Card Payment,New York,af2efb16-6adc-45af-b966-692a19af1706,100.213.91.202,False
94,178,23,68374.13,UPI,New York,853e8148-a59b-4bfe-8f02-a51435e37c93,110.61.55.111,False
95,83,73,27080.42,UPI,New York,6b46400b-2841-45bd-b85a-f16f665d40b9,215.65.219.179,False
96,43,8,76793.03,Card Payment,New York,f07cd02c-2013-47a0-ab9d-dbb2e9a4f01f,181.208.47.102,False
97,9,8,22008.76,Wallet Transfer,Delhi,846ed0fa-6b3b-4864-9689-46a123a2a734,58.151.85.68,False
98,49,77,84253.0,Card Payment,New York,5cbbac6f-cd9f-4017-ba6d-545e6338a042,38.16.50.65,False
99,97,124,72898.42,Card Payment,Dubai,a8bb2637-e21e-4374-9a4c-ec80be6147f5,99.68.165.176,False
100,3,191,98160.12,UPI,New York,52553674-102d-409d-9372-39bd7a7b417c,65.252.238.187,False
101,3,83,38129.01,Bank Transfer,London,2fea1f43-a58a-4f78-abd7-5f4193423817,69.229.13.208,False
102,150,35,48172.22,UPI,Mumbai,25b4d7a6-4af0-442d-93d4-3656a0ccac88,9.97.78.147,False
103,181,60,660909.16,UPI,Delhi,066e040b-e472-467e-ad8a-2f646cd9c276,80.205.80.89,True
104,73,182,94352.5,Bank Transfer,Mumbai,9703021e-692e-4402-951a-0f6f575aa57b,185.7.154.197,False
105,152,6,90708.38,Card Payment,Delhi,27173e45-1560-4f47-995f-d9bf12cefe16,35.225.180.141,False
106,10,6,7945.78,Wallet Transfer,Mumbai,5a894e18-f489-4da2-8b9d-283cf7b477f1,124.54.253.134,False
107,72,147,13963.33,Bank Transfer,Singapore,d7cd2eb9-c335-4d6e-b5fd-f07b57a9eaa5,9.233.77.115,False
108,14,19,80073.42,UPI,Delhi,12cffc32-a873-4751-95c7-dfc830910148,126.200.119.98,False
109,26,18,5017.33,Bank Transfer,New York,fcce78fd-dd8d-46a2-ac97-465c6d475420,210.195.135.21,False
110,171,13,91096.85,Bank Transfer,New York,98aad53c-518d-4e7b-9a7b-ef6d1d980bf5,174.176.88.27,False
111,62,69,95565.12,Bank Transfer,London,2412c653-4dd0-4f85-9e4f-1ebe8dc5d3b3,89.138.35.216,False
112,14,102,11108.69,UPI,Delhi,41bff9e3-8ef4-4083-8100-4ff118dc3240,56.230.154.33,False
113,188,110,97031.25,Bank Transfer,Singapore,43498240-d660-4035-af5d-f7a649293497,11.117.15.45,False
114,101,85,75648.12,Wallet Transfer,London,bf459af7-0d05-47b6-9555-aa23cbba0170,177.241.73.101,False
115,79,44,53262.12,Bank Transfer,London,db242694-223e-4b5b-98e7-36fd0039e3fe,80.80.254.60,False
116,95,156,2146.3,UPI,London,ade03ba5-bc2f-41ba-a1ca-74b8f2ccaa05,38.152.115.22,False
117,37,22,49449.8,UPI,New York,cceae5b5-1f2f-4e81-9ab6-99c2919ecbbd,15.2.226.130,False
118,151,169,54979.52,Wallet Transfer,Mumbai,472bbaaa-ecb1-4c3c-aa4a-3460420cf5b3,115.217.223.118,False
119,104,69,56473.23,Wallet Transfer,Dubai,7447e499-4f75-4df6-a1c0-4c85e562192a,40.7.5.120,False
120,163,76,58683.32,Bank Transfer,New York,67e1eb30-7572-4490-b232-5e44ca4fd540,212.92.72.64,False
121,167,147,97682.54,Wallet Transfer,Mumbai,a941c953-b328-4206-9172-4e658b692b70,8.159.182.123,False
122,124,39,17403.84,Wallet Transfer,Mumbai,9d6346c6-0001-4e57-a95a-941985bbf4ea,63.113.24.20,False
123,136,123,25717.24,UPI,Singapore,58179e58-61d2-45a8-ab1a-1635f60c1abf,171.39.194.91,False
124,144,70,394.11,Wallet Transfer,Singapore,5369d1ea-7279-4643-8627-67836ff025ed,102.93.61.29,False
125,110,13,62736.95,UPI,London,d216ebd0-fc0d-4cca-b8d0-737c6c892112,117.47.108.147,False
126,113,58,90117.78,Wallet Transfer,London,97c78f0c-8455-4d7a-8e03-1ef5df80f46e,99.205.252.166,False
127,134,70,17328.94,UPI,Singapore,a2c565e8-61f2-4b84-988b-e2634747ded4,125.208.126.142,False
128,5,43,88841.76,Wallet Transfer,Mumbai,5cb0cbd8-e639-4cae-b7a5-03368aa4189e,39.58.24.200,False
129,26,35,55383.1,Wallet Transfer,New York,0a7c65c5-4945-428e-9382-5b132d6ca49b,130.181.216.145,False
130,179,144,74808.65,UPI,Singapore,a6c38c97-96d6-4779-afc1-ea4acd031b8d,96.110.8.73,False
131,131,57,1935.7,Card Payment,Dubai,8edf0c27-c61b-4f94-aaa2-e11f8da3de30,192.81.205.101,False
132,113,41,90904.92,Wallet Transfer,Dubai,c3f75277-d06f-47e5-abf4-b85d724aa130,76.135.218.93,False
133,20,5,98111.23,Card Payment,Singapore,0ace6c57-493a-4242-b220-834c712e7c82,12.30.134.152,False
134,25,97,72046.67,Card Payment,Delhi,ec8ab90d-6035-4041-a4de-e4f1e4ce9be6,7.218.54.156,False
135,115,104,31076.03,Card Payment,Singapore,6a0554bf-076e-45e2-bcf6-d5079546bf1a,215.164.9.170,False
136,176,78,70063.62,Wallet Transfer,Singapore,c78afb08-d123-494e-a253-9c697182b38c,165.100.148.172,False
137,78,128,53929.37,Wallet Transfer,New York,1ea5323c-f9cf-459e-be75-211ce9fcb6f4,140.44.52.70,False
138,44,177,94845.83,Bank Transfer,Delhi,95d53961-421c-4e6b-9be1-961cb9e77699,2.91.216.86,False
139,36,180,69909.44,UPI,Mumbai,37afa546-1fc7-4bcf-ba62-b168e4eaef4a,69.34.221.49,False
140,152,76,49141.56,UPI,Dubai,723d393c-c785-4356-a7c0-b847ba45c713,189.88.3.50,False
141,109,59,24688.91,Card Payment,Mumbai,ba6c88aa-e447-49f4-b95a-90831deb5f61,105.213.54.239,False
142,52,19,50380.84,Wallet Transfer,New York,ec406516-35e5-43f6-a990-9d9b235ab2e8,216.191.235.242,False
143,75,182,5610.66,Wallet Transfer,Dubai,b0f696ba-b312-4314-8ff0-6268b8de0d6b,135.77.42.183,False
144,178,163,31716.25,Wallet Transfer,Mumbai,cf799a61-ffa8-426a-a41f-f133b97aa9bc,104.194.41.90,False
145,134,175,78121.41,Card Payment,Delhi,589c5638-d4b5-452d-9979-49ac5e095468,18.173.16.139,False
146,14,19,31498.13,Wallet Transfer,New York,991af209-95b6-4d2b-8d49-38c4141ad1bb,168.46.46.239,False
147,151,97,49889.4,Wallet Transfer,Singapore,9e41f6f6-191d-4efd-a0ba-5adb542a6aac,63.13.111.37,False
148,115,120,48049.07,Bank Transfer,Delhi,ebee229d-ba2a-4529-a706-9a9c4c0f31ef,9.205.149.227,False
149,14,78,96756.98,Wallet Transfer,Delhi,d080604d-0569-4a24-999a-443d90aa7b40,28.219.145.92,False
150,128,5,63435.34,Bank Transfer,New York,71a45d74-6816-4f51-a2c6-18821e83d0f0,114.241.139.12,False
151,71,84,85256.53,Wallet Transfer,London,836308f1-ee04-4468-a864-ddc1b80c15c7,112.248.243.43,False
152,155,178,99738.85,UPI,Delhi,23e7b2c9-ca6c-4ddc-9308-ef7b88611898,134.113.245.146,False
153,166,168,93669.35,UPI,Dubai,faa759c8-b9d7-4c34-914a-808c37856610,102.133.148.48,False
154,44,79,21544.57,UPI,London,820f92c7-7bfa-4004-9ec4-805983f1eb7f,95.5.153.25,False
155,111,161,18530.96,Wallet Transfer,London,0ccfd339-ef8e-442d-a7f0-759f9f874372,85.229.20.217,False
156,180,30,78828.24,Card Payment,London,91118c66-49b1-4c7a-be3e-b9b5e099b40c,104.26.111.144,False
157,60,44,69433.92,Bank Transfer,Mumbai,ee7de7f4-142a-43b7-8794-97acecd72399,71.193.34.174,False
158,152,4,8164.56,Wallet Transfer,London,4f5191ab-5950-4536-bd1d-5ab7dfc20347,196.121.68.14,False
159,162,15,98199.19,Card Payment,New York,f56caf14-82f7-48ca-8652-9a1037046e30,215.167.129.145,False
160,97,189,20030.43,Wallet Transfer,New York,721018e3-56d1-4b6f-beae-9a7c2a992545,70.174.253.79,False
161,88,150,41357.81,Bank Transfer,Singapore,109aa8ce-301d-48b3-aa3c-99c20dfc6e93,185.109.250.224,False
162,119,61,32318.51,Bank Transfer,Dubai,4c9bdf97-d2e3-4ff7-b805-b210a50fd7c8,74.231.168.224,False
163,188,34,242193.05,Wallet Transfer,New York,e5f95fc8-9008-4db7-a3f6-68c2f21cfbb7,49.12.198.26,True
164,63,110,44246.45,Wallet Transfer,New York,d73e0074-8b16-426d-8870-feebd486b73b,123.132.248.230,False
165,118,182,1264.66,Bank Transfer,Dubai,de0e7237-b169-473f-b61b-baa70ccbf185,50.66.45.119,False
166,155,96,75142.85,Wallet Transfer,Singapore,c6a192c5-d00e-4299-b7c5-9f6efc003d0b,88.116.143.174,False
167,127,70,13857.48,Bank Transfer,London,0d583277-886f-4677-a3a8-ffbaa1a352cc,212.244.238.31,False
168,128,54,269087.91,Card Payment,Delhi,d580a966-88e3-412e-bbbf-9c62137cbaf3,103.234.228.172,True
169,132,162,23453.61,Card Payment,Singapore,9b8c508a-55a2-497d-ae54-e44062b5582e,37.51.68.156,False
170,113,133,89094.66,UPI,Dubai,24b5108a-c16d-4fb0-be94-793959d8eec6,1.208.107.241,False
171,20,79,98968.35,Card Payment,Mumbai,fae3d63f-c50c-4244-9966-9460e05bdef9,212.144.95.96,False
172,1,11,53225.92,Wallet Transfer,London,86d09b8f-a163-40be-bdf9-5d611541f8f5,188.26.155.55,False
173,85,178,28071.36,UPI,Dubai,471a729d-cc0e-4789-832f-b171a83fa15e,132.238.192.190,False
174,158,183,16840.0,Wallet Transfer,New York,766528bb-cc9d-43b0-8bab-3e0747c380f5,134.89.204.149,False
175,96,178,31574.55,Wallet Transfer,New York,41f5f35b-b4b3-473d-8a61-3018e70ff5ba,2.233.20.10,False
176,176,27,5349.88,Bank Transfer,New York,46b390f9-4475-40bf-b250-f5b8e21beba7,162.73.163.4,False
177,44,163,34302.6,Bank Transfer,Dubai,8de9bae2-f8ee-49a8-86ad-ea4a5d74102b,92.149.58.177,False
178,14,141,47430.26,UPI,New York,49ee27e8-ef15-49f1-bbb2-06fee127b4bb,166.27.152.90,False
179,88,32,74373.95,Wallet Transfer,Delhi,d74a1733-4ed9-4097-8fbc-467baa7ba2a4,84.179.213.35,False
180,126,138,33320.01,Bank Transfer,Delhi,2410bec2-2ad5-4ceb-827b-109dd835a284,10.67.167.146,False
181,37,79,48085.38,UPI,London,ac2d87d6-647e-46cb-9134-a1497536d63f,89.112.97.59,False
182,25,167,90432.27,Card Payment,Mumbai,65295c32-6b8f-4f5c-b1bb-77c0262a40a8,133.44.87.217,False
183,23,69,86608.62,Bank Transfer,New York,6edb50e8-b786-4c80-b8c8-29d8a167b9bb,63.224.67.155,False
184,43,141,9973.0,Card Payment,London,c74af2c3-e3a1-4dee-a17b-a3ee8b639f7d,69.28.113.0,False
185,22,80,35081.86,Card Payment,Delhi,182543f6-45ed-4f60-8368-2ab8630a62be,111.184.160.205,False
186,191,190,88258.67,Bank Transfer,New York,679d6e5c-2d44-4343-8ed7-8055e42dbe0f,18.80.117.234,False
187,124,101,59166.02,Card Payment,Delhi,819f2ec0-5612-46c8-98e0-1d6dc3a27d5a,183.190.54.33,False
188,165,75,55252.73,Bank Transfer,Singapore,2475f80c-df37-4563-871f-9b1499345985,129.243.8.202,False
189,123,181,84157.34,Wallet Transfer,Singapore,d2bad24d-8efe-4820-ab95-8365587f3ffa,94.162.5.247,False
190,167,24,28750.65,Bank Transfer,Singapore,37e66b8d-e083-452c-9447-289d07da48b4,125.198.53.147,False
191,4,87,42329.31,Card Payment,Singapore,a739ed84-ae27-477f-b22e-f3a7dd6b726d,107.44.89.232,False
192,190,17,34267.8,UPI,Singapore,c479fa2c-295f-4197-b365-894673caf3ce,177.254.52.127,False
193,49,102,7140.16,Wallet Transfer,London,200cb8c7-c529-41aa-9360-3008daa32511,199.246.160.113,False
194,68,127,79043.9,Card Payment,Dubai,70b737c9-0941-44db-b884-62a80f83311c,38.210.138.203,False
195,165,32,36821.58,Card Payment,Dubai,8aed7f66-ce34-4b8f-bf9c-6be64a147446,220.115.146.189,False
196,59,111,58655.74,Card Payment,New York,518ae11d-54a8-4499-a316-4c7276b49642,209.123.127.235,False
197,75,57,65301.17,Wallet Transfer,New York,7e1d9b11-25e8-45de-9f0d-deadee83bc2b,30.134.224.117,False
198,135,38,93074.41,UPI,Singapore,37e3818f-6319-4bd8-8c0e-4ac869a62079,201.166.89.115,False
199,153,26,57344.23,Wallet Transfer,Delhi,47d8de26-9b3b-45c9-8309-708cc4337df4,144.232.107.251,False
200,167,185,42837.05,Wallet Transfer,Dubai,0b8d79fe-6134-4c7e-b6d6-bcd464b7f7fb,199.136.90.96,False
201,92,1,43319.12,Bank Transfer,Dubai,fb047eb3-b6d9-4568-9c7f-2d949e0d04ff,158.128.65.32,False
202,103,126,6172.11,Card Payment,London,8b479270-e617-4a03-8d48-37946f624aef,41.226.94.65,False
203,116,100,21885.36,Bank Transfer,Dubai,438ecb71-8e85-437a-8a53-ebb95376312c,162.230.201.200,False
204,171,92,57694.4,Wallet Transfer,Dubai,9b063e9e-9d05-4da4-a20c-0ae9037a061d,167.170.130.57,False
205,51,93,22741.7,Card Payment,Delhi,2a7eb329-bdcb-4c1e-9a78-e98d54151d48,139.9.130.168,False
206,25,188,57103.16,Bank Transfer,New York,311127f1-0a98-4e8f-b31d-2a2b91ff60e4,133.52.180.140,False
207,77,112,11223.07,Bank Transfer,Singapore,de6be3fa-01fa-4945-8f85-ce03d4cc341f,32.57.87.197,False
208,126,182,31045.16,Wallet Transfer,Mumbai,acc224f9-6c97-4b29-80bc-5c57f154e826,119.83.130.65,False
209,81,126,7311.48,Card Payment,Mumbai,1ce49b3b-4610-49f9-8bc1-8eedf62b16b5,140.62.38.88,False
210,61,129,71378.06,Bank Transfer,New York,23293200-72b6-42fe-a0f7-255148a8e841,37.228.246.77,False
211,67,192,40711.48,Card Payment,Singapore,cf8f56cb-a61a-4cbc-a520-49f240842eaa,91.149.109.174,False
212,106,100,54034.56,Card Payment,Singapore,affc837e-52ec-4efc-a344-a9c829e93449,197.38.30.151,False
213,70,23,43836.87,UPI,London,e5d8c763-dfc8-42bc-93b9-34a14156e42e,176.167.127.122,False
214,146,52,79475.77,Bank Transfer,Dubai,c6fe80bb-6b93-4e15-be0c-5f91b5e2be59,97.16.212.185,False
215,55,52,23478.89,Bank Transfer,Singapore,74184200-e6d9-47a8-9a46-2d0aadf31659,102.65.193.96,False
216,58,187,45998.54,Card Payment,London,879aa14c-efe0-4df1-8026-ae5feff3e973,42.89.127.224,False
217,117,170,53544.2,Card Payment,Delhi,404fcd19-8513-410e-bcfc-76f89235f718,86.33.69.51,False
218,14,74,26450.06,UPI,London,d59daca9-6d17-4ee2-b440-f3fdeb9b5e4d,173.134.127.10,False
219,60,153,48631.89,Bank Transfer,Delhi,0d3398e1-668b-4b7a-97aa-b211b2744f18,205.177.163.8,False
220,3,21,276642.89,Wallet Transfer,Delhi,2fa9702a-5f41-4820-995b-e1f116cdcc56,9.211.54.147,True
221,121,26,12381.64,UPI,London,56bd7566-691f-4ea5-ac9e-87e277b54456,214.73.66.102,False
222,43,57,87768.3,Bank Transfer,Dubai,a1a87387-f2c7-488f-97c2-f769359ccb66,192.188.169.178,False
223,80,37,30657.98,Wallet Transfer,Delhi,a45ecf47-5b15-4c47-9dc9-3da03eab338a,162.55.144.255,False
224,70,166,8199.57,UPI,Singapore,f8378d5f-6d53-4d98-8fac-e2fe69466e40,173.221.227.30,False
225,131,20,43617.34,Card Payment,Singapore,15775005-13b2-4d30-8656-2972b593448f,172.231.178.179,False
226,101,25,33956.57,Card Payment,Dubai,d5932139-12fa-4e25-907d-58ccaf01caa2,106.158.240.9,False
227,176,3,55295.43,Card Payment,Delhi,37e1227a-9eeb-43fb-8625-c1fdb4255d71,140.12.146.245,False
228,98,95,37613.85,Bank Transfer,London,1c2b8901-4275-46e1-bf40-478111ee6be2,158.22.119.154,False
229,63,115,37785.47,Card Payment,Singapore,0edd9006-7ad1-4cb2-a903-a44dc58f8b73,56.35.219.153,False
230,27,157,99789.19,UPI,London,0b9d54aa-fd3b-44f8-bb37-5fb47154d74e,5.250.102.190,False
231,151,123,98611.51,Wallet Transfer,Delhi,74b45885-45fb-4b81-8e2a-b1615b99f97f,105.160.161.58,False
232,87,183,1232.2,UPI,Singapore,a4edfbdc-7c46-497b-9f78-b24a4ebfb211,180.93.73.223,False
233,173,121,85566.42,Card Payment,Mumbai,10c1f0ff-7eaf-4467-b57d-17d1a8e5c116,96.155.241.219,False
234,171,9,2269.31,UPI,Mumbai,c6653283-b0cb-438c-8e9b-690f066081ec,190.52.118.85,False
235,166,75,7456.24,Bank Transfer,Delhi,b59bf74d-d1ea-4ab5-89f5-d1db568ae1ee,115.208.35.53,False
